company_name,company_number,category,website
Мебельный клондайк,8 (800) 350-35-80,Мебель для кухни,https://mebel-klondike.ru/,Иваново
Стинг,+7 (4932) 41-66-25,Мебель для кухни,http://www.sting37.ru/,Иваново
Шкафы и кухни 37,+7 (910) 985-13-33,Мебель на заказ,https://шкафы-кухни37.рф/,Иваново
Дамари,+7 (4932) 70-03-21,Мебель на заказ,https://damary.ru/,Иваново
Modus Style,+7 (930) 830-08-60,Мебель для кухни,[],Иваново
ИвМебель,+7 (4932) 42-90-90,Мебель на заказ,http://ivmebel.ucoz.ru/,Иваново
Мебель Комплект,+7 (4932) 59-09-15,Мебельные комплектующие,[],Иваново
Мебельный салон,+7 (4932) 32-49-69,Мебель для кухни,http://kuhnimixx.ru/,Иваново
Мебель для вас,+7 (4932) 26-27-37,Магазины мебели,http://мебель-для-вас.рф/,Иваново
Диагональ,+7 (4932) 34-39-24,Мебельные комплектующие,https://diagonale37.ru/,Иваново
Мебель сервис,+7 (910) 696-32-23,Ремонт мебели,http://ivanovo-mebel-service.ru/,Иваново
Белко,+7 (4932) 45-20-02,Мебель на заказ,[],Иваново
МиVe,+7 (920) 357-44-04,Мебель для кухни,https://mive-fabrika.ru/,Иваново
Рафаэль,+7 (903) 879-09-04,Мебель на заказ,[],Иваново
Мастерская по изготовлению мебели,+7 (4932) 27-28-52,Мягкая мебель,[],Иваново
Marka,+7 (4932) 35-70-10,Мебель на заказ,[],Иваново
Мебель для Вас,+7 (4932) 26-27-37,Магазины мебели,http://мебель-для-вас.рф/,Иваново
Акрон,+7 (903) 888-74-74,Корпусная мебель,http://37akm.ru/,Иваново
Мебель-Профи 37,+7 (4932) 41-50-90,Мебель на заказ,[],Иваново
Мебель братьев Баженовых,8 (800) 250-43-06,Мягкая мебель,https://mbb.ru/,Иваново
Ваша кухня,+7 (980) 736-38-65,Мебель для кухни,https://ikitchens.ru/,Иваново
Шатура,8 (800) 555-06-65,Магазины мебели,https://ivanovo.shatura.com/,Иваново
Галактика,+7 (4932) 49-22-88,Мебель для кухни,http://mebel.galaktika37.ru/,Иваново
МебельPro,+7 (4932) 26-20-56,Мебельные фабрики,http://mebelpro.net/,Иваново
Мебель на заказ,+7 (910) 697-68-20,Лестницы и лестничные ограждения,[],Иваново
Трио Мебель,+7 (920) 343-13-41,Мебель на заказ,http://triomebel.com/,Иваново
Мебель для вас,+7 (4932) 26-27-37,Магазины мебели,http://мебель-для-вас.рф/,Иваново
Стиль,+7 (915) 820-50-89,Магазины мебели,http://kmstil.ru/,Иваново
Стиль,+7 (4932) 42-96-68,Мебель на заказ,[],Иваново
Колорит,+7 (915) 841-11-04,Мебель для кухни,http://kolorit37.ru/,Иваново
Белорусские кухни Зов,+7 (4932) 57-52-80,Мебельные фабрики,https://ivanovo-zov.ru/,Иваново
Küchenberg,+7 (4932) 59-37-08,Эксклюзивная мебель,[],Иваново
Столярная мастерская,+7 (908) 560-00-54,Столярные работы,http://lestnisi-na-zakaz-ivanovo.clients.site/,Иваново
Квадрат-37,+7 (910) 990-01-83,Мебель на заказ,[],Иваново
SoftStory,+7 (4932) 92-93-80,Мебель на заказ,http://mysoftstory.ru/,Иваново
Аллея мебели,8 (800) 505-42-70,Магазины мебели,[],Иваново
Умный Ребенок,+7 (4932) 22-92-67,Мебель на заказ,http://um-ok37.ru/,Иваново
Вектор-плюс,+7 (910) 981-01-70,Столярные работы,https://mebelvector.com/,Иваново
Мебель от Елены,+7 (920) 366-15-50,Магазины мебели,http://elenamebel.ru/,Иваново
Интерьер-центр,+7 (920) 354-09-33,Магазины мебели,http://interier37.ru/,Иваново
Нео Дисплей,+7 (925) 170-65-15,Мебель на заказ,[],Иваново
Мебель Близко,+7 (996) 516-90-20,Мебель для кухни,http://vk.me/mebelblizko37,Иваново
ДизайнМебель,+7 (926) 885-00-93,Ремонт мебели,[],Иваново
ТриЯ,+7 (980) 682-41-81,Магазины мебели,https://www.triya.ru/,Иваново
Айгер,+7 (910) 990-21-29,Мебельные фабрики,http://www.eiger-iv.ru/,Иваново
Николь,+7 (4932) 38-36-53,Магазины мебели,http://nikol-mebel.ru/,Иваново
Макс,+7 (920) 364-37-67,Мягкая мебель,http://max37.ru/,Иваново
Bono,+7 (922) 666-15-14,Мебель на заказ,http://bono-mebel.ru/,Иваново
Мебельная фабрика Каравелла,+7 (905) 106-23-03,Мебельные фабрики,[],Иваново
Кровати Деткам,+7 (920) 360-67-34,Мебель на заказ,[],Иваново
Мебель Прайм,+7 (910) 686-35-15,Мебель для кухни,[],Иваново
Комфорт мебель,+7 (920) 358-29-09,Магазины мебели,[],Иваново
Н-Тех Мебель на заказ,+7 (910) 699-68-73,Мебель на заказ,[],Иваново
Профиль,+7 (920) 344-36-59,Мебель на заказ,[],Иваново
Одна Мебель,+7 (4932) 34-48-08,Мебель на заказ,[],Иваново
ТриЯ,+7 (4932) 33-89-12,Магазины мебели,https://www.triya.ru/,Иваново
RestArt,+7 (962) 356-51-61,Мягкая мебель,http://restart-mebeli.ru/,Иваново
Мебельный клондайк,+7 (4932) 93-96-07,Мебель для кухни,https://mebel-klondike.ru/,Иваново
ЛДМ,8 (800) 555-55-22,Мебельные фабрики,http://www.ldmi.ru/,Иваново
Life стиль,+7 (920) 675-74-02,Мебель для кухни,https://bigmebel-ivanovo.ru/,Иваново
Вардек,+7 (967) 555-83-33 (доб. 469),Мебель для кухни,https://vardek.ru/,Иваново
Кухни от Андрея,+7 (4932) 30-08-27,Мебель для кухни,[],Иваново
Студия кресел,+7 (4932) 58-02-62,Офисная мебель,http://kreslo37.ru/,Иваново
Freedom,+7 (908) 561-02-80,Мебель на заказ,[],Иваново
Мебель массив,+7 (4932) 57-72-50,Мебель на заказ,[],Иваново
Кухни Техно,+7 (4932) 46-72-72,Мебель для кухни,[],Иваново
Мебель Оптима,+7 (920) 676-04-04,Корпусная мебель,[],Иваново
MebeLux,+7 (4932) 41-09-14,Магазины мебели,https://mebeluxivanovo.ru/,Иваново
Сканд,+7 (930) 347-70-77,Магазины мебели,[],Иваново
МодульМ,+7 (920) 346-23-05,Ремонт мебели,[],Иваново
Mirani,+7 (962) 168-10-70,Мебельные фабрики,https://mirani.ru/,Иваново
Диван,+7 (4932) 53-76-96,Мягкая мебель,http://ivdivan.ru/,Иваново
DaVita,+7 (963) 152-94-07,Магазины мебели,https://davitamebel.ru/,Иваново
Антей,+7 (930) 350-52-15,Корпусная мебель,http://www.mebelantey.ru/,Иваново
Мебельный клондайк,+7 (4932) 93-96-07,Магазины мебели,http://mebel-klondike.ru/,Иваново
Mebelito,+7 (4932) 70-03-83,Мебель на заказ,http://mebelito-kids.ru/,Иваново
Интерьер,+7 (920) 376-19-06,Магазины мебели,[],Иваново
Gorde,+7 (920) 678-28-88,Мебель на заказ,[],Иваново
Dомус,+7 (4932) 59-29-11,Мебель на заказ,[],Иваново
Март мебель,+7 (920) 376-09-56,Мягкая мебель,[],Иваново
Мебелидоманет,8 (800) 600-63-21,Магазины мебели,https://ivanovo.mebelidomanet.ru/,Иваново
Лайн мебель,+7 (920) 677-51-13,Мебель на заказ,[],Иваново
Рего Дизайн Иваново,+7 (920) 352-79-99,Дизайн интерьеров,http://regodesign37.ru/,Иваново
Мебельный клондайк,8 (800) 350-35-80,Мебель для спальни,https://mebel-klondike.ru/,Иваново
CardinLoft,+7 (910) 695-86-40,Мебельные фабрики,[],Иваново
Лион37,+7 (920) 676-30-78,Мебель на заказ,[],Иваново
Мебельный салон Маяк,+7 (4932) 53-54-44,Потолочные системы,http://mayak37.ru/,Иваново
Мебель Москва,+7 (909) 247-33-88,Магазины мебели,https://mebel-moskva.ru/,Иваново
Мебель Москва,+7 (963) 152-94-07,Магазины мебели,https://mebel-moskva.ru/,Иваново
SV-Мебель,8 (800) 250-63-00,Магазины мебели,https://sv-mebel.ru/,Иваново
диваны.frendom,+7 (915) 814-52-65,Мягкая мебель,https://ivanovo.frendom.ru/,Иваново
Vivat,+7 (915) 829-73-10,Магазины мебели,https://vivat-prospekt-tekstilschikov.clients.site/,Иваново
Зов,+7 (4932) 57-52-80,Мебель на заказ,https://ivanovo.zovrus.ru/,Иваново
Нури,+7 (901) 288-17-57,Магазины мебели,[],Иваново
Armos,8 (800) 100-85-80,Магазины мебели,http://armos-market.ru/,Иваново
E1,+7 (921) 868-87-95,Магазины мебели,http://e-1.ru/,Иваново
Трио мебель,+7 (920) 341-25-68,Магазины мебели,http://triomebel.com/,Иваново
Салон мебели,+7 (903) 888-17-03,Мягкая мебель,[],Иваново
Аврора,8 (800) 550-50-48,Магазины мебели,https://mebel-aurora.ru/,Иваново
Дом Диванов,8 (800) 333-58-61,Мягкая мебель,https://domdivanov37.com/,Иваново
Атмосфера,+7 (930) 330-24-20,Потолочные системы,[],Иваново
Мебель для Вас,+7 (905) 107-48-43,Мебель на заказ,[],Иваново
Маэстро мебели,+7 (915) 820-96-65,Мебель на заказ,[],Иваново
Эврика-мебель,+7 (4932) 37-79-93,Мебель для кухни,[],Иваново
Lazurit,+7 (960) 503-47-23,Магазины мебели,https://ivanovo.lazurit.com/?utm_campaign=test&utm_medium=Ya_Maps&utm_source=Ya_Maps,Иваново
Мебель на пятом,+7 (920) 369-77-71,Мягкая мебель,[],Иваново
Шатура,8 (800) 555-06-65,Мебель на заказ,https://ivanovo.shatura.com/?utm_campaign=yandex_business&utm_content=link&utm_medium=geo&utm_source=yandex&utm_term=retail,Иваново
Мебель Selim,+7 (4932) 34-39-00,Магазины мебели,https://mebelselim.ru/,Иваново
Системы Цвета,+7 (903) 888-91-14,Нанесение покрытий,http://sc37.net/,Иваново
Bono,+7 (963) 152-94-07,Мягкая мебель,http://bono-mebel.com/,Иваново
С. А. М. И.,+7 (920) 344-40-23,Корпусная мебель,http://mebel-shtory37.ru/,Иваново
Olmeko,+7 (962) 509-32-01,Магазины мебели,http://olmeko.ru/,Иваново
E1,8 (800) 100-12-11,Магазины мебели,https://www.e-1.ru/,Иваново
Woodyiron.ru,+7 (996) 918-06-72,Лестницы и лестничные ограждения,[],Иваново
Aksioma мебель,+7 (901) 681-21-47,Мебель для кухни,[],Иваново
Miassmobili,8 (800) 707-79-10,Магазины мебели,https://www.miassmobili.com/,Иваново
Сокол,+7 (4932) 38-76-06,Мягкая мебель,http://ivsokol.ru/,Иваново
МебельНик,8 (800) 500-09-02,Магазины мебели,https://www.mebelnik-online.ru/,Иваново
ИвановоКухни,+7 (980) 684-77-05,Мебель для кухни,[],Иваново
Мебель Град,+7 (4932) 93-98-70,Магазины мебели,[],Иваново
Сонум,8 (800) 700-34-29,Мебельные фабрики,[],Иваново
DaVita,+7 (915) 778-57-84,Магазины мебели,https://davitamebel.ru/,Иваново
ДИК,+7 (909) 956-95-52,Магазины мебели,https://dik-mebel.ru/,Иваново
ProStol,+7 (901) 034-24-24,Мебель для кухни,https://stolberi.ru/ivanovo/stolberi.-firmennyj-salon-g.ivanovo/,Иваново
Drok&Co,+7 (915) 818-50-00,Лестницы и лестничные ограждения,http://door.drok-co.ru/,Иваново
ЛДМ,8 (800) 775-65-93,Мебельные фабрики,http://www.ldmi.ru/,Иваново
ИП Начкебиа Манана Михайловна,+7 (4932) 38-40-25,Магазины мебели,https://davitamebel.ru/,Иваново
Globus мебель,+7 (963) 152-96-62,Мягкая мебель,[],Иваново
СтолБери,8 (800) 100-30-81,Магазины мебели,https://www.stolberi.ru/,Иваново
Янтарь,+7 (920) 373-68-61,Мягкая мебель,[],Иваново
Акварель Мебель,+7 (920) 347-39-21,Мебельные фабрики,https://акварель-мебель.рф/,Иваново
Пинскдрев,+7 (499) 938-86-36,Магазины мебели,http://pinskdrev.ru/,Иваново
Свобода,+7 (920) 354-18-68,Магазины мебели,http://svoboda37.ru/,Иваново
Пинскдрев,+7 (499) 938-86-36,Магазины мебели,http://pinskdrev.ru/,Иваново
Свобода,+7 (920) 354-18-68,Магазины мебели,http://svoboda37.ru/,Иваново
По дереву,+7 (4932) 50-22-00,Лестницы и лестничные ограждения,[],Иваново
Густав,+7 (920) 671-90-13,Магазины мебели,[],Иваново
СТО Столов,+7 (962) 155-11-16,Мебель для кухни,https://stostolov37.ru/,Иваново
Мебельные Инновации,+7 (920) 355-50-82,Мебельные фабрики,[],Иваново
Райтон,+7 (4932) 58-76-51,Магазины мебели,https://ivanovo.raiton.ru/,Иваново
Фабрика Мирлачева,+7 (905) 109-45-30,Магазины мебели,https://mirlachev.ru/,Иваново
Son&Co,+7 (4932) 93-93-71,Мебель для кухни,http://ladyamebel.ru/,Иваново
Мебель Черноземья,8 (800) 775-25-07,Магазины мебели,https://mche.ru/,Иваново
Оримэкс,+7 (4932) 93-70-64,Мебель для кухни,https://www.orimex.ru/,Иваново
LETTO,8 (800) 250-00-93,Мягкая мебель,https://tdbravomebel.ru/,Иваново
Arooma,8 (800) 550-50-48,Магазины мебели,https://mebel-arooma.ru/,Иваново
M-City,+7 (920) 341-13-55,Мебель для кухни,https://mebelcity.com/,Иваново
Мебель Прайм,+7 (910) 686-35-15,Производственные предприятия,[],Иваново
Мебель Белоруссии,+7 (4932) 41-09-14,Мебель для кухни,https://mebeluxivanovo.ru/,Иваново
Николь,+7 (910) 982-59-55,Магазины мебели,http://nikol-mebel.ru/,Иваново
Вуд Профи,+7 (902) 316-65-96,Лестницы и лестничные ограждения,[],Иваново
Современная народная мебель,+7 (910) 686-95-62,Мягкая мебель,https://divani-snm.ru/,Иваново
Массив из Беларуси,+7 (920) 340-73-55,Магазины мебели,https://pinskdrev.ru/,Иваново
СТМ,+7 (4932) 33-30-61,Окна,[],Иваново
Цвет диванов,+7 (4932) 26-04-15,Мягкая мебель,[],Иваново
Эконом мебель,+7 (4932) 28-37-27,Мебель для кухни,[],Иваново
Dreaminc,+7 (910) 180-81-45,Мягкая мебель,https://dreaminc.ru/,Иваново
Торгово-производственная комапния,+7 (4932) 22-32-23,Двери,[],Иваново
Мега шкаф,+7 (4932) 22-42-22,Шкафы-купе,http://kupeivanovo.ru/,Иваново
Детскиекроватки.рф,+7 (995) 906-02-23,Детская мебель,https://детскиекроватки.рф/,Иваново
Мебель по вашему вкусу,+7 (901) 191-16-47,Магазины мебели,[],Иваново
Собрание,8 (800) 700-62-04,Мебель для кухни,https://sobraniemebel.ru/,Иваново
Aero,8 (800) 500-40-25,Мебель для кухни,[],Иваново
Седьмая карета,8 (800) 775-87-98,Магазины мебели,http://7kareta.ru/,Иваново
Mmebel37,+7 (930) 342-54-41,Корпусная мебель,[],Иваново
Радуга мебели,+7 (4932) 22-23-12,Мягкая мебель,https://радуга-мебели.рф/,Иваново
Мебель парк,+7 (930) 348-07-23,Торговые центры,[],Иваново
СтолБери,8 (800) 100-91-83,Магазины мебели,https://www.stolberi.ru/,Иваново
Bts,8 (800) 550-58-05,Мебель для кухни,https://btsmebel.ru/,Иваново
Armos-дисконт,8 (800) 100-85-80,Магазины мебели,https://armos-market.ru/,Иваново
Августа,+7 (4932) 58-54-03,Магазины мебели,[],Иваново
ПуфиПрофи,+7 (920) 677-76-37,Мягкая мебель,http://pufiprofi.ru/,Иваново
Гармония мебели,+7 (4932) 22-15-23,Мебель на заказ,[],Иваново
Ринали,+7 (4932) 24-50-92,Мебель для кухни,http://www.rinali.ru/,Иваново
Globus мебель,+7 (963) 152-96-62,Магазины мебели,https://kamelia-mebel.ru/,Иваново
Юта,+7 (963) 152-94-07,Мебель для кухни,http://uta-stil.ru/,Иваново
Белорусские кухни,+7 (980) 694-10-20,Мебель для кухни,http://ivanovo.zovrus.ru/,Иваново
Версаль,+7 (901) 285-78-75,Магазины мебели,[],Иваново
Раскладушки24.рф,+7 (920) 126-50-99,Магазины мебели,http://раскладушки24.рф/,Иваново
8 Марта,+7 (4932) 38-17-57,Мягкая мебель,https://www.8marta.ru/,Иваново
Ладья,+7 (906) 513-73-73,Мягкая мебель,https://ladya.ru/,Иваново
Массив из Беларуси,+7 (920) 340-73-55,Магазины мебели,https://pinskdrev.ru/,Иваново
Garda Decor,8 (800) 555-50-41,Дизайн интерьеров,https://garda-opt.ru/,Иваново
Lazurit,+7 (960) 503-44-12,Магазины мебели,https://ivanovo.lazurit.com/?utm_campaign=test&utm_medium=Ya_Maps&utm_source=Ya_Maps,Иваново
Andrea,+7 (4932) 50-63-36,Мягкая мебель,https://andrea-mebel.ru/,Иваново
Домотека,+7 (4932) 38-76-06,Мебель для кухни,https://domoteka.com/,Иваново
Rivalli Beds,+7 (903) 895-55-57,Мягкая мебель,https://rivalli.ru/,Иваново
Кедр,+7 (960) 500-58-84,Мягкая мебель,https://fabrika-kedr.ru/,Иваново
Виза,+7 (831) 466-50-44,Мягкая мебель,http://divanviza.ru/,Иваново
Мебель - Кит,8 (800) 250-92-62,Магазины мебели,http://mebelkit.ru/,Иваново
Moon,8 (800) 500-65-17,Магазины мебели,https://ivanovo.moon.ru/,Иваново
Мебель массив,+7 (906) 515-63-06,Мебель для спальни,[],Иваново
ЛДМ,8 (800) 775-65-93,Мебельные фабрики,http://www.ldmi.ru/,Иваново
Любимый дом,+7 (4932) 38-40-25,Мягкая мебель,https://lubidom.ru/,Иваново
Свобода,8 (800) 302-82-28,Мебель для кухни,https://svobodarybinsk.ru/,Иваново
Лестницыиваново.рф,+7 (903) 889-91-63,Лестницы и лестничные ограждения,[],Иваново
Aero,+7 (4932) 93-70-64,Магазины мебели,[],Иваново
Aero,+7 (920) 340-48-40,Магазины мебели,[],Иваново
Домосед-НН,+7 (901) 692-20-51,Магазины мебели,[],Иваново
МФ Собрание Столы и Стулья,+7 (905) 106-35-57,Мебель для кухни,[],Иваново
38 Попугаев,8 (800) 250-95-38,Детская мебель,https://fabrika38.ru/,Иваново
StolMass,+7 (930) 363-66-00,Столярные работы,[],Иваново
AeroHome,+7 (905) 059-81-84,Мягкая мебель,https://aerohome.tilda.ws/,Иваново
Калинка,8 (800) 234-91-99,Магазины мебели,https://kalinka-m.ru/about/shops/ivanovo/trk-topol/,Иваново
Зов,+7 (4932) 57-52-80,Мебель для кухни,http://ivanovo.zovrus.ru/,Иваново
Moon,8 (800) 500-65-17,Мягкая мебель,https://www.moon.ru/,Иваново
Армос,8 (800) 550-76-54,Магазины мебели,http://armos-market.ru/,Иваново
Moon Trade,+7 (920) 346-24-88,Магазины мебели,https://www.moon-trade.ru/,Иваново
Тай Ли,+7 (4932) 92-90-42,Массажисты,http://tayli.ru/,Иваново
Menam Thai,+7 (4932) 50-01-44,Спа-салоны,https://menam-thai.ru/,Иваново
Паттайя,+7 (4932) 37-21-51,Спа-салоны,https://pattaya-massage.ru/,Иваново
Ne. On,+7 (906) 512-62-75,Массажисты,https://neonmassage.ru/,Иваново
Тай Ли,+7 (4932) 57-59-69,Массажисты,http://tayli.ru/,Иваново
СПА-салон Русский Манчестер,+7 (4932) 93-19-79,Спа-салоны,https://sparusmanchester.ru/,Иваново
ReadyVistaClub,+7 (910) 667-53-77,Фитнес-клубы,https://readyvistaclub-fit.ru/?utm_source=yandex_maps,Иваново
Сауна и SPA салон,+7 (905) 058-69-58,Спа-салоны,http://www.iv-spa.ru/,Иваново
Pro Тело,+7 (920) 345-04-55,Массажисты,[],Иваново
Гармония тела,+7 (905) 109-33-68,Массажисты,https://dikidi.net/1117613,Иваново
Дарина,+7 (901) 030-61-43,Массажисты,[],Иваново
Pro. Nas Beauty,+7 (920) 352-22-18,Шугаринг,https://studiopronas.ru/pronasepil,Иваново
Mix Studio,+7 (905) 058-01-39,Массажисты,[],Иваново
Обитель массажа,+7 (920) 671-04-53,Массажисты,[],Иваново
Выдыхай. Время СПА,+7 (996) 139-09-77,Спа-салоны,https://vidihay-timespa.taplink.ws/,Иваново
КоФи',+7 (4932) 92-98-40,Массажисты,https://studija-korrektsii-figury-i-1667320586.clients.site/,Иваново
Массажный салон,+7 (901) 680-71-57,Массажисты,https://massazhnyj-salon-lezhnevskaja-ulitsa.clients.site/,Иваново
Мари,+7 (920) 678-71-79,Спа-салоны,http://taplink.cc/_spa.mari_,Иваново
Массаж Иваново,+7 (980) 689-47-10,Массажисты,http://ivanovomassage.ru/,Иваново
BodyFace,+7 (980) 695-42-62,Массажисты,https://ivbodyface.ru/,Иваново
Гармония тела,+7 (930) 365-70-00,Массажисты,[],Иваново
Rasa,+7 (967) 327-35-55,Массажисты,[],Иваново
O'Nega,+7 (915) 820-00-53,Косметология,[],Иваново
Model S,+7 (915) 847-18-08,Массажисты,[],Иваново
Fohow,+7 (920) 340-17-39,Массажисты,[],Иваново
Мастерская Массажа Ивана Лобанова,+7 (950) 888-00-21,Массажисты,[],Иваново
Место силы,+7 (901) 690-44-50,Массажисты,https://dikidi.net/1633433,Иваново
МиоФлекс,+7 (960) 506-61-61,Оздоровительные центры,https://myoflex.ru/,Иваново
Beauty Pro,+7 (4932) 92-00-00,Салоны красоты,http://www.beauty-ivanovo.ru/,Иваново
Blackberry,+7 (926) 796-74-81,Косметология,https://ket37.ru/,Иваново
Массаж Гуа-Ша,+7 (4932) 26-19-68,Массажисты,https://massage-37.ru/,Иваново
Kiparis,+7 (920) 346-53-88,Массажисты,https://dikidi.net/973282,Иваново
Телу время,+7 (920) 377-37-07,Массажисты,[],Иваново
Моё SPA,+7 (992) 108-72-72,Спа-салоны,https://моёспа.рф/,Иваново
Геометрия тела и здоровья,+7 (930) 365-26-60,Массажисты,http://geometry-1682264856.clients.site/,Иваново
Костоправ Дергачев А. О.,+7 (906) 617-31-30,Массажисты,https://костоправ-иваново.рф/,Иваново
Tonusbody,+7 (920) 366-49-65,Массажисты,http://tonusbody.tilda.ws/,Иваново
Iziaikova,+7 (920) 679-45-15,Косметология,https://dikidi.net/1555832,Иваново
Студия массажа,+7 (996) 431-85-33,Массажисты,https://taplink.cc/massageiv,Иваново
Массажный кабинет Ирины Хаяровой,+7 (963) 152-34-27,Массажисты,[],Иваново
Подружки,8 (800) 550-02-97,Косметология,[],Иваново
Искусство массажа Айли,+7 (920) 345-53-59,Массажисты,[],Иваново
Институт спортивной и восстановительной медицины,+7 (910) 668-82-71,Массажисты,[],Иваново
Массажный кабинет,+7 (980) 694-48-68,Массажисты,[],Иваново
Body Lab,+7 (915) 826-15-15,Массажисты,[],Иваново
Saccharum,+7 (920) 677-17-67,Косметология,[],Иваново
Body dream,+7 (4932) 45-00-34,Массажисты,[],Иваново
Мама-Бум,+7 (902) 316-06-46,Массажисты,[],Иваново
Menam Thai,+7 (4932) 49-20-05,Спа-салоны,http://menam-thai.ru/,Иваново
K. Y. K. L. a,+7 (902) 315-46-30,Салоны красоты,https://kykla-salon.ru/?utm_source=yandex_maps,Иваново
Массаж лица и тела,+7 (910) 696-36-14,Массажисты,[],Иваново
Студия массажа и косметологии,+7 (920) 354-84-87,Массажисты,[],Иваново
Skea,+7 (920) 371-42-97,Массажисты,[],Иваново
Beauty Expert,+7 (910) 987-34-08,Салоны бровей и ресниц,https://beauty-expert-lezhnevskaja-ulitsa.clients.site/?utm_source=ya_maps,Иваново
Cosmy,+7 (964) 495-54-45,Косметология,https://cosmy.clients.site/,Иваново
Купол,+7 (920) 252-64-77,Йога,[],Иваново
Мила,+7 (910) 668-95-77,Салоны красоты,[],Иваново
Кабинет массажа и косметологии,+7 (960) 508-00-72,Косметология,[],Иваново
Кабинет соматопсихической разгрузки,+7 (910) 987-22-27,Массажисты,[],Иваново
ЮStyle,+7 (901) 683-63-20,Салоны красоты,[],Иваново
Кабинет соматопсихической разгрузки,+7 (910) 987-22-27,Массажисты,[],Иваново
Epiline,+7 (915) 772-39-04,"Эпиляция, депиляция",[],Иваново
Движение,+7 (930) 365-70-00,Оздоровительные центры,[],Иваново
Prilag,+7 (977) 904-47-54,Массажисты,[],Иваново
Тайна Клеопатры,+7 (4932) 30-70-77,Салоны красоты,[],Иваново
Siluet,+7 (920) 372-59-62,"Эпиляция, депиляция",[],Иваново
Love Is,+7 (920) 367-92-04,Ногтевые студии,[],Иваново
Nika,+7 (4932) 39-01-39,Парикмахерские,[],Иваново
Кабинет депиляции и массажа,+7 (910) 667-20-09,Массажисты,[],Иваново
EleZhar,+7 (960) 500-73-60,Салоны красоты,[],Иваново
Скульптура,+7 (905) 109-11-21,Массажисты,[],Иваново
Лексикон,+7 (910) 985-57-57,Учебные центры,http://455757.ru/,Иваново
Гончарная слобода,+7 (910) 692-13-88,Курсы,http://goncharnajasloboda.ru/,Иваново
Gradient,+7 (920) 377-57-27,Школы искусств,https://gradient-studio.ru/,Иваново
Глина,+7 (905) 157-41-14,Курсы,https://mastersglina.ru/,Иваново
Кухня,+7 (905) 156-03-55,Курсы,https://kitchen-culinarystudio.orgs.biz/,Иваново
ArtParty,+7 (915) 815-99-90,Курсы,https://artparty37.ru/,Иваново
Dali,+7 (4932) 34-17-55,Курсы,[],Иваново
Эколь,+7 (4932) 52-85-08,Курсы для салонов красоты,http://ivanovo.ecolespb.ru/,Иваново
Ярисую,+7 (4932) 26-23-13,Курсы,[],Иваново
Творческие люди,+7 (920) 349-24-84,Курсы,http://iv.tvorcheskieludi.ru/,Иваново
Раут арт зона,+7 (905) 157-89-49,Организация мероприятий,[],Иваново
Технокласс,+7 (4932) 28-01-57,Детские клубы,http://technoklass.org/,Иваново
Визажист Витушкина Юлия,+7 (920) 349-86-91,Курсы,[],Иваново
Clever,+7 (910) 982-19-22,Школы искусств,https://operenie-clever.ru/,Иваново
Ивановский городской дворец детского и юношеского творчества,+7 (4932) 32-85-85,Допобразование,https://dvorec-ivanovo.ru/,Иваново
Art_pottery,+7 (920) 353-58-15,Гончарные мастерские,https://art-pottery.clients.site/,Иваново
Aura,+7 (915) 818-68-83,Фотостудии,[],Иваново
Кидс поинт,+7 (960) 500-51-32,Организация мероприятий,https://kidspointofficial.com/ivanovo,Иваново
Villa,+7 (930) 347-51-38,Курсы,[],Иваново
Кванториум,+7 (4932) 95-20-11 (доб. 3),Допобразование,https://kvantorium37.ru/,Иваново
Be Brain,+7 (910) 692-92-41,Центр развития ребёнка,https://bebrain.school/cities/ivanovo/,Иваново
Indigo Models,+7 (963) 215-08-15,Агентства моделей,https://vk.link/indigomodels_school,Иваново
Элита,+7 (4932) 32-76-90,Допобразование,https://deti-elita.ru/,Иваново
Janny Cakes,+7 (962) 161-65-64,Курсы,[],Иваново
Ателье Оксаны А.,+7 (930) 341-51-19,Курсы,[],Иваново
Музей швейных машин,+7 (4932) 41-01-70,Музеи,[],Иваново
ОВК. Старт,8 (800) 555-06-40,IT-компании,http://ovkstart.ru/,Иваново
Nail Time School,+7 (920) 368-33-70,Курсы для салонов красоты,https://nailtime.pro/school,Иваново
Инсайт,+7 (4932) 30-50-50,Репетиторы,https://insight37.ru/,Иваново
Вдохновение,+7 (906) 619-44-77,Школы искусств,http://art-vdokhnovenie.ru/,Иваново
Villa,+7 (930) 347-51-38,Курсы,[],Иваново
Краски,+7 (980) 735-77-10,Курсы,http://www.kraskipro.com/,Иваново
Эйфория,+7 (920) 377-20-40,Организация мероприятий,[],Иваново
Центр изучения иностранных языков при Ивановском государственном университете ИнЯз,+7 (930) 347-59-95,Языковые курсы,http://com.ivanovo.ac.ru/,Иваново
Шаги,+7 (980) 754-43-11,Центр развития ребёнка,[],Иваново
Slime King,+7 (920) 673-91-31,Курсы,[],Иваново
Шаги,+7 (980) 754-43-11,Школы искусств,[],Иваново
Кванториум,+7 (4932) 95-20-11,Детские клубы,https://kvantorium37.ru/,Иваново
Институт спортивной и восстановительной медицины,+7 (910) 668-82-71,Массажисты,[],Иваново
Мы и бурда моден,+7 (4932) 32-42-16,Курсы,[],Иваново
Торту-время,+7 (915) 834-73-17,Кондитерские,[],Иваново
"ABC, центр детского развития",+7 (962) 357-37-77,Центр развития ребёнка,[],Иваново
Цветы & Сезоны,+7 (4932) 22-08-88,Цветы,https://coffeeflowers-ivanovo.ru/,Иваново
